"Hits: 3697","page_num: 1","page_size: 2000","Keyword Version: 21.1","Revision: 2025-04-21 07:18:04","Timestamp: 2025-04-27 22:52:39","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.earthdata.nasa.gov/kms/concepts/concept_scheme/providers/?format=xml","Case native"
Bucket_Level0,Bucket_Level1,Bucket_Level2,Bucket_Level3,Short_Name,Long_Name,Data_Center_URL,UUID
"GOVERNMENT AGENCIES-NON-US","UNITED KINGDOM","","","UK/NRDB","Natural Resources Database, United Kingdom","http://www.nrdb.co.uk/index.php","38c18500-8d69-47d1-a03d-17dc12138114"
"GOVERNMENT AGENCIES-NON-US","UKRAINE","","","","","","d34b4c49-d60e-41d2-a682-ea1b1ef1d052"
"ACADEMIC","","","","UKS/KARS","Kansas Applied Remote Sensing Program, University of Kansas","http://www.kars.ku.edu/","3d74b3d4-0a70-4a2e-b554-db7ad58db40e"
"ACADEMIC","","","","UKS/NHMBRC","Natural History Museum and Biodiversity Research Center, University of Kansas","http://naturalhistory.ku.edu/","fb8a6a7c-1ed2-4a01-833d-e66a8efe3d0d"
"ACADEMIC","","","","UMAINE","University of Maine","http://www.umaine.edu/","3a8f17b0-7a31-4fc8-8d4b-5ac34e83e477"
"ACADEMIC","","","","UMAINE/CLIMATE","Climate Change Institute, University of Maine","http://climatechange.umaine.edu/","c2f5aae0-f302-4f10-9d1d-8e0f80818144"
"ACADEMIC","","","","UMAINE/SMS/DMC","Darling Marine Center, School of Marine Science, University of Maine","https://dmc.umaine.edu/","72937419-e39d-42c0-8cc5-dbe115240582"
"ACADEMIC","","","","UMASS-A/LEP","Landscape Ecology Program, University of Massachusetts, Amherst","http://www.umass.edu/landeco/","b3b9557e-5e77-4d3e-a663-7ff25f1d6cfd"
"ACADEMIC","","","","UMASS-D/SMAST","School for Marine Science and Technology, University of Massachusetts Dartmouth","http://www.smast.umassd.edu/","110c15a6-b8c9-431d-877f-e34617515ebf"
"ACADEMIC","","","","UMBC/JCET/UMBC","Joint Center for Earth Systems Technology, University of Maryland, Baltimore Campus","http://www.jcet.umbc.edu/","4f2a5582-e70d-4974-b52b-0a364a790756"
"ACADEMIC","","","","UMD/ATMOS","Department of Atmospheric & Oceanic Science, University of Maryland","http://www.atmos.umd.edu/","21682e24-4b25-46fa-83d4-cbd070316571"
"ACADEMIC","","","","UMD/CIVIL","Department of Civil and Environmental Engineering, University of Maryland","http://www.civil.umd.edu/","cfb07cdc-75d2-444f-97cc-20624721069e"
"ACADEMIC","","","","UMD/GEOG","Department of Geographical Sciences, University of Maryland","https://geog.umd.edu/","c4ed1f0f-dc81-483a-b32f-61783d0585ba"
"ACADEMIC","","","","UMD/GEOG/LCRS","Land Cover and Remote Sensing, Geography Department, University of Maryland,","http://www.geog.umd.edu/landcover/","1f06c87f-8063-485d-8aad-32de97614ac9"
"ACADEMIC","","","","UMD/GEOL","Department of Geology, University of Maryland","http://www.geol.umd.edu/","8fe8028a-395e-450b-9add-eba8430b2f8e"
"ACADEMIC","","","","UMD/GLCF","Global Land Cover Facility, University of Maryland","http://glcf.umd.edu/","756202fb-cdf7-4b34-8346-140464ec369d"
"ACADEMIC","","","","UMD/MDSG","Maryland Sea Grant, University of Maryland","http://www.mdsg.umd.edu/","947f7d9e-7dd2-4a5b-b29e-af6f98a3dd1a"
"ACADEMIC","","","","UMICH/LSA/GEOL","Department of Geological Sciences, College of Literature, Science and the Arts, University of Michigan","http://www.lsa.umich.edu/geo/","702c49a8-edad-434f-8d09-67b2b27069a1"
"ACADEMIC","","","","UMICH/SNRE","School of Natural Resources and Environment, University of Michigan","http://www.snre.umich.edu/","e4446a85-967f-4df9-8f5e-f0e19d345173"
"ACADEMIC","","","","UMICH/UMMZ/ADW","Animal Diversity Web, Museum of Zoology, University of Michigan","http://animaldiversity.ummz.umich.edu/","06107919-90b7-4797-b1e1-785439a26c01"
"ACADEMIC","","","","UMN-D/GEOL","Department of Geological Sciences, University of Minnesota, Duluth","http://www.d.umn.edu/geology/","badb5b8a-61a0-46e9-9559-ad6902304484"
"ACADEMIC","","","","UMN/IT/ME","Department of Mechanical Engineering, Institute of Technology, University of Minnesota","http://www.me.umn.edu/","25b34c61-59e7-4181-9c0e-b6271dc93660"
"ACADEMIC","","","","UMO-COLUMBIA/SNR/SEAS","Soil Environmental Atmospheric Sciences, School of Natural Resources, University of Missouri-Columbia","http://www.snr.missouri.edu/seas/","e6949855-b14e-421d-8f5f-4106b9112f14"
"ACADEMIC","","","","UMR-THÉMA","UMR 6049 ThéMA, CNRS et université de Franche-Comté","http://thema.univ-fcomte.fr/","0378a3aa-2186-4876-b5d7-32a4a1727fc9"
"ACADEMIC","","","","UMT","University of Montana","http://www.umt.edu/","e6000557-6eb4-499e-9ff7-ed2c6582088a"
"MULTINATIONAL ORGANIZATIONS","","","","UN/CARTO","Cartographic Section, United Nations","http://www.un.org/Depts/Cartographic/english/htmain.htm","234032c0-9255-4122-a307-f8250a409b9f"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/AG/AGA/AGAH/IDG","Infectious Diseases Group, Animal Health Service, Animal Production & Health Division, Agricultural Department, Food & Agriculture Organization, United Nations","http://www.fao.org/WAICENT/FAOINFO/AGRICULT/AGA/AGAH/ID/","1f0053e3-a1ac-4c7c-a4c4-1adacfe24a80"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/AG/AGPC","Crop and Grassland Service, Agriculture Department, Food and Agriculture Organization, United Nations","http://www.fao.org/WAICENT/FAOINFO/AGRICULT/AGP/AGPC/doc/Default.htm","be62f716-dae9-46a3-8ad0-c6c534687b29"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/AGL/LAND/WRB","World Reference Base, Land and Plant Nutrition Management Service, Land and Water Development Division, Food and Agriculture Organization, United Nations","http://www.fao.org/ag/agl/agll/wrb/","c49274ff-637d-4941-8cac-53558dea2e0b"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/AGL/WRMDS","Water Resources, Management and Development Service,  Land and Water Development Division,Food and Agriculture Organization, United Nations","http://www.fao.org/ag/agl/aglw/","633a9727-fb8d-4223-8948-18cde019d053"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/GEONETWORK","GeoNetwork, Food and Agriculture Organization, United Nations","https://geonetwork-opensource.org/","5bbc4ae8-74f6-44cd-87cd-f076c1e32528"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/IAEA/WRP","Water Resources Programme, International Atomic Energy Agency, Food and Agriculture Organization, United Nations","http://www-naweb.iaea.org/napc/ih/index.html","08de93c3-7dc8-410c-b2d2-959674ccdc50"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/SD","Sustainable Development Department, Food and Agriculture Organization of the United Nations","http://www.fao.org/SD/","258f9e81-7b77-4007-a6fc-91b3aa4a0a45"
"MULTINATIONAL ORGANIZATIONS","","","","UN/FAO/SD/ENV/METART","METART, Environment, Sustainable Development Department, Food and Agriculture Organization, United Nations","http://metart.fao.org","eb59b4ec-99b1-43fd-8dba-4b5e1944f945"
"MULTINATIONAL ORGANIZATIONS","","","","UN/OC-ATL","Ocean Atlas, United Nations","http://www.oceansatlas.org","957d97a6-5c8f-46e1-8433-4840cb3e90c3"
"MULTINATIONAL ORGANIZATIONS","","","","UN/POPIN","Population Information Network, United Nations","http://www.un.org/popin/","dd110116-91ee-4ad6-8398-0ce126b629c2"
"MULTINATIONAL ORGANIZATIONS","","","","UN/UNOOSA","United Nations Office for Outer Space Affairs, United Nations","http://www.oosa.unvienna.org/","ea16cc6b-fa1d-4a68-be58-7015d24a0b0f"
"MULTINATIONAL ORGANIZATIONS","","","","UN/WHO/CSR","Communicable Disease Surveillance and Response, World Health Organization, United Nations","http://www.searo.who.int/en/section10/section369.htm","90e6553c-118f-43ed-be54-0e64c54f8cfe"
"MULTINATIONAL ORGANIZATIONS","","","","UN/WHO/DEHA","Department of Emergency and Humanitarian Action, World Health Organization, United Nations","http://www.who.int/disasters/","ac89aec2-b1a9-4395-9885-b4bd534ca9a3"
"MULTINATIONAL ORGANIZATIONS","","","","UN/WHO/GLOBALATLAS","Global Atlas, World Health Organization, United Nations","http://apps.who.int/globalatlas/","40c5bfae-bebe-4f6f-9e95-afa958bfbb63"
"ACADEMIC","","","","UNB/CEMAR","Centre for Environmental and Molecular Algal Research, University of New Brunswick, Canada","http://www.unb.ca/cemar/","226f14bc-0115-4715-b0bc-ed4117c0fe45"
"ACADEMIC","","","","UNB/GEOL/PASSC","Planetary and Space Science Centre, Department of Geology, University of New Brunswick","http://www.unb.ca/passc/","1da610db-08ac-4168-a393-50eb233d9d6e"
"ACADEMIC","","","","UNBC/GIS-RS","GIS and Remote Sensing Laboratory, University of Northern British Columbia","http://www.gis.unbc.ca/","ec82e5bf-22db-4fdf-a52e-6a2c5159766d"
"ACADEMIC","","","","UNC-CHAPEL_HILL/CPC","Carolina Population Center, University of North Carolina at Chapel Hill","http://www.cpc.unc.edu/","273778ac-60f8-42f6-a07e-5607c81821dd"
"ACADEMIC","","","","UNC-CHAPEL_HILL/DCS","Department of Computer Science, University of North Carolina at Chapel Hill","http://www.cs.unc.edu/","0105c1c8-53f4-454e-ae3c-ca200fff0c6e"
"ACADEMIC","","","","UND/UMAC","Upper Midwest Aerospace Consortium, University of North Dakota","http://www.umac.org/","37c9ecca-2cdc-42d3-957c-33b8360eae97"
"ACADEMIC","","","","UNE-L/ANDRILL","Antarctic Drilling Program, University of Nebraska, Lincoln","http://andrill.org","abb2597c-5bf7-4999-b53c-982573cb1fad"
"ACADEMIC","","","","UNE-L/SNR/NESEN","Nebraska Earth Science Education Network, School of Natural Resources, University of Nebraska, Lincoln","http://nesen.unl.edu/","de71e1dd-7258-4ed9-ab79-a57a3c1d883b"
"ACADEMIC","","","","UNE-O/CASDE","Consortium for the Application of Space Data to Education, University of Nebraska, Omaha","http://ois.unomaha.edu/casde/","788529c4-f2db-43a4-95e0-a651bde6c922"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/DEWA/GRID-EUROPE","Global Resource Information Database - Geneva, Division of Early Warning and Assessment, United Nations Environment Programme","http://www.grid.unep.ch/","bcd580b6-15f9-4996-95e4-a44946710581"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/GRID-ARENDAL","Global Resource Information Database - Arendal, United Nations Environment Programme","http://www.grida.no/","64b79baf-1066-44b1-954e-ef9668523c56"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/GRID-BRAZIL","Global Resource Information Database - Sao Jose dos Campos, Brazil , United Nations Environment Programme","http://www.grid.inpe.br/","f2eaabf1-9bda-48f5-bc6c-03bf84188c54"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/GRID-NAIROBI","Global Resource Information Database - Nairobi, Division of Early Warning and Assessment, United Nations Environment Programme","http://gridnairobi.unep.org/","5cb54188-677c-4227-9160-66eac78eadee"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/GRID-SIOUX FALLS","Global Information Database - Sioux Falls, United Nations Environment Programme","http://grid2.cr.usgs.gov/","afd5c99c-7646-436c-9dff-3bead7e97aea"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/GRID-WARSAW","UNEP - Global Resource Information Database - Warsaw, United Nations Environment Programme","http://www.gridw.pl/","cf61f6ef-3b05-4190-b579-d376524f7046"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/GRID/IETC","International Environmental Technology Centre, Global Resource Information Database, United Nations Environment Programme","http://www.unep.or.jp/ietc/Intro/index.html","b18b5666-272a-4aca-9cbe-ffe65eff10ef"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/INFOTERRA","INFOTERRA, United Nations Environment Programme","http://www.unep.org/infoterra/","3fde48ff-69e0-49f9-8c3f-dd4a3a648944"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/ROAP","UNEP Regional Office for Asia Pacific, United Nations Environment Programme","https://www.unenvironment.org/regions/asia-and-pacific","7928b0b0-aecb-4e53-ab5b-c084864ac230"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/WCMC","World Conservation Monitoring Centre, United Nations Environment Programme","http://www.unep-wcmc.org/","abcdaa07-42b3-41b8-9f4e-fff873cbff63"
"MULTINATIONAL ORGANIZATIONS","","","","UNEP/WCMC/PAP","Protected Areas Programme, World Conservation Monitoring Centre, United Nations Environment Programme","http://www.unep-wcmc.org/protected_areas/","d5202b31-5437-46e8-8ac5-2f68c4ce55d1"
"MULTINATIONAL ORGANIZATIONS","","","","UNESCO/IHP","International Hydrological Programme, United Nations Educational, Scientific and Cultural Organization","http://www.unesco.org/water/ihp/index.shtml","cc7d3b86-cadc-4200-9bdb-443b86caa547"
"MULTINATIONAL ORGANIZATIONS","","","","UNESCO/IHP/LAC","Latin America and the Caribbean, International Hydrological Programme, United Nations Educational, Scientific and Cultural Organization","http://www.unesco.org.uy/phi/","9d5c0c98-4e94-4474-9e01-c08ea69771b7"
"MULTINATIONAL ORGANIZATIONS","","","","UNESCO/IOC","Intergovernmental Oceanographic Commission, United Nations Educational, Scientific and Cultural Organization","http://ioc.unesco.org/iocweb/","3acd376a-6eff-42a8-a9e4-fb0b5d4dcd71"
"MULTINATIONAL ORGANIZATIONS","","","","UNESCO/MAB","Man and the Biosphere Program, United Nations Educational, Scientific and Cultural Organization","http://www.unesco.org/mab/","ca95f195-749d-403a-a28b-307abcbc141c"
"MULTINATIONAL ORGANIZATIONS","","","","UNESCO/PUB","Publishing, United Nations Educational, Scientific and Cultural Organization","http://www.unesco.org/","24815828-dd04-47d6-b95c-d31c4a1902aa"
"MULTINATIONAL ORGANIZATIONS","","","","UNFPA","United Nations Population Fund","http://www.unfpa.org/","cbe37f78-5fdb-4633-84c2-fc7f88815f18"
"ACADEMIC","","","","UNH/CCOM-JHC","Center for Coastal and Ocean Mapping - Joint Hydrographic Center, University of New Hampshire","http://ccom.unh.edu/","024cba86-f22e-4884-a481-7b33a672cf7c"
"ACADEMIC","","","","UNH/EOS/COOA/WEBCOAST","WEBCOAST, Center for Coastal Ocean Observation and Analysis, Institute for the Study of Earth, Oceans, and Space, Univ. of New Hampshire","http://www.cooa.unh.edu/","1678ffa1-aeb2-4888-b032-67b8f7d2ffa2"
"ACADEMIC","","","","UNH/EOS/CSRC/FW","Forest Watch, Complex Systems Research Center, Institute for the Study of Earth, Oceans, and Space, Univ. of New Hampshire","http://forestwatch.sr.unh.edu/","a5d64192-d5c7-436c-8dcf-98551b1cc291"
"ACADEMIC","","","","UNH/EOS/CSRC/WATSYS","Water Systems Analysis Group, Complex Systems Research Center, Institute for the Study of Earth, Oceans, and Space, University of New Hampshire","https://wsag.unh.edu/","5ec2f41e-c73a-4864-ae05-0e72e77556cd"
"ACADEMIC","","","","UNH/EOS/MVH","Measuring Vegetation Health, Institute for the Study of Earth, Oceans, and Space, University of New Hampshire","http://mvh.sr.unh.edu/","e7cf444d-61bc-4d15-87fd-4524caccf90e"
"ACADEMIC","","","","UNH/EOS/SSC/IMP8","IMP-9 CNRC, Space Science Center, Institute for the Study of Earth, Oceans, and Space, University of New Hampshire","http://ulysses.sr.unh.edu/WWW/Simpson/imp8.html","ce969b55-158e-4e49-8d5b-08f01460b2eb"
"ACADEMIC","","","","UNH/GMWICS","Gulf of Maine Watershed Information and Characterization System, University of New Hampshire","http://www.gm-wics.unh.edu/","8fa99ce3-a799-4eb1-a41e-190a85393ad1"
"ACADEMIC","","","","UNH/JEL","Jackson Estuarine Laboratory, University of New Hampshire","http://marine.unh.edu/jel/home.htm","de0e900f-46e7-484a-8b8b-a10bc5c64f83"
"ACADEMIC","","","","UNH/JEL/OOA","Open Ocean Aquaculture Program, Jackson Estuarine Laboratory, University of New Hampshire","http://ooa.unh.edu/","bd01475e-b047-447a-992d-e175cb5efa73"
"ACADEMIC","","","","UNI-EMAU/IBLE","Institute of Botany and Landscape Ecology, Ernst-Moritz-Arndt-University Greifswald, Germany","http://www.botanik.uni-greifswald.de/index.php?id=21&L=1","c597079b-2c09-491b-b191-5e83313261ed"
"ACADEMIC","","","","UNI-HAMBURG/BIO/IHFS","Institute of Hydrobiology and Fishery Science, Faculty of Biology, University of Hamburg","http://www.biologie.uni-hamburg.de/ihf/","235887e7-1233-4cc6-a422-993b4ae7f42f"
"ACADEMIC","","","","UNI-HAMBURG/TU/IRCE","Institute for River and Coastal Engineering, University of Technology  University of Hamburg","http://kontakt.tu-harburg.de/en/gen/ab3-11.html","aeaa5e52-2402-4ab9-a8be-ac038556b8de"
"ACADEMIC","","","","UNIBO/DISTART","Universita di Bologna, Dipartimento di Ingegneria delle Strutture, dei Trasporti, delle Acque, del Rilevamento del Territorio, Italy","http://www.distart.ing.unibo.it/","93f6ed94-bb27-4981-9d2d-500f0e3000ea"
"ACADEMIC","","","","UNICAL","Universita della Calabria","http://www.unical.it/portale/","0afb2933-9ec0-43b8-840f-f02a9ac1bb1d"
"ACADEMIC","","","","UNIMI/FISICA","Dipartimento di Fisica, Universita degli Studi di Milano, Italy","http://www.fisica.unimi.it/","9bd67391-9980-4d14-9e42-58152f8e422a"
"ACADEMIC","","","","UNIPD/BIOLOGIA","Dipartimento di Biologia, Univerista di Padova, Padova, Italy","http://dept.bio.unipd.it/","fb3ab521-5189-4a7c-b882-31db79aab9ab"
"ACADEMIC","","","","UNIPI/DCCI","Dipartimento di Chimica e Chimica Industriale, Universita di Pisa, Italy","http://www.dcci.unipi.it/","a5cd3432-89e1-49a8-9957-7f3c56274a6f"
"ACADEMIC","","","","UNIROMA-TRE/FISICA/OASI","OASI Group/Dipartimento di Fisica, Universita di Roma TRE","http://www.fis.uniroma3.it/it.php?page=Ricerca&argo=Astrofisica&cat=OASI&dett=","708b4a55-77f2-4d1e-84a1-ceb2cd11efef"
"ACADEMIC","","","","UNIROMA/BAU","Dipartimento di Biologia Animale e dell Uomo, Universita di Roma  - La Sapienza","http://serverbau.bio.uniroma1.it/cgi-bin/home.pl","34f58fc4-712b-439a-8bfb-18409f13d094"
"ACADEMIC","","","","UNIROMA/CHIMICA","Dipartimento di Chimica, Universita degli Studi di Roma 'La Sapienza', Rome, Italy","http://www.chem.uniroma1.it/","e4dbff11-dfb5-45ff-8dc4-e32105833427"
"ACADEMIC","","","","UNIROMA/DBV","Dipartimento di Biologia Vegetale, Unversita degli Studi di Roma 'La Sapienza', Rome, Italy","http://sweb01.dbv.uniroma1.it/","59cd3a00-d6ff-4077-a426-4f9e94f2b141"
"ACADEMIC","","","","UNIROMA/FISICA","Dipartimento di Fisica, Universita degli Studi di Roma 'La Sapienza', Rome, Italy","http://www.phys.uniroma1.it/","59d313d9-1d4a-4ce9-ad83-5f0da35f4b0e"
"ACADEMIC","","","","UNIS","University Centre in Svalbard","http://www.unis.no/","f131111f-877a-487d-ab6a-119bed236306"
"ACADEMIC","","","","UNISA/DIFARMA","Universita Degli Studi Di Salerno, Dipartimento di Scienze Farmaceutiche, Italy","http://www.difarma.unisa.it/","cb22655b-50bf-43c5-80cd-2f01e418c10b"
"ACADEMIC","","","","UNISI/DSA","Dipartimento di Science Ambientali (G. Sarfatti), Universita Delgi Studi di Siena, Italy","http://www.unisi.it/ricerca/dip/dba/","a1943dcb-e3cc-43e7-91b3-dba9cd2baec1"
"ACADEMIC","","","","UNISI/DST","Dipartimento di Scienze Della Terra, Universita Degli Studi di Siena, Italy","http://www.dst.unisi.it/","30a4946d-e2aa-4e8f-8845-c012c3f3abbf"
"GOVERNMENT AGENCIES-NON-US","UNITED KINGDOM","","","","","","d241896a-ffa0-4dda-a4d9-d14a962509b6"
"ACADEMIC","","","","UNITS/BIOLOGIA","Dipartimento di Biologia, Universita degli Studi di Trieste, Trieste, Italy","http://www.units.it/~biologia/","a98dbce2-4efc-416c-a9d1-f2262270c58b"
"ACADEMIC","","","","UNIV LYON 1/LPI/CM","Laboratoire de Physiologie Intégrative, Cellulaire et Moléculaire","http://ufr-biologie.univ-lyon1.fr","9dd9559d-6834-4a66-9602-91a158e48fa4"
"ACADEMIC","","","","UNIV-MRS/CNRS-LMGEM","Laboratoire de Microbiologie, Geochimie et Ecologie Marines, CNRS/Universite de la Mediterranee","http://www.com.univ-mrs.fr/LMGEM/","4ed6144a-61df-4e69-9201-5ed444b171d0"
"ACADEMIC","","","","UNIV-UMR/CNRS-EDB","Laboratoire Evolution et Diversite Biologique, CNRS/Universite de la Mediterranee","http://www.edb.ups-tlse.fr/","642f1f2a-4b81-4c4d-8261-d2ac91af8e29"
"ACADEMIC","","","","UNIVPM/IBG","Istituto di Biologia e Genetica, Universita Politecnica delle Marche, Italy","http://www.univpm.it/","f3a24b24-d8a9-415b-8753-5302a1887716"
"ACADEMIC","","","","UNM/EDAC","Earth Data Analysis Center, University of New Mexico","http://edac.unm.edu/","a6acb6dc-9869-4b7b-982e-d42ccaaef4ed"
"ACADEMIC","","","","UNO/BIO/BBC","Biodiversity and Biological Collections, Biology Department, University of New Orleans","http://biodiversity.uno.edu/","ca4b0ce3-5fad-4cc0-bd68-39880f185ce0"
"ACADEMIC","","","","UNV-RENO/BD/ENVIRONMENT","Biological Resources Research Center, Department of Biology, University of Nevada, Reno","http://environment.unr.edu/","a839ec57-2d2b-4609-a3b9-5fa985c37ed2"
"ACADEMIC","","","","UOK/CAPS","Center for Analysis and Prediction of Storms, University of Oklahoma","http://www.caps.ou.edu/","fbc23b9b-82ac-4dd6-8553-0058e8536e12"
"ACADEMIC","","","","UPATRAS/CIVIL","Department of Civil Engineering, University of Patras","http://www.civil.upatras.gr/","46566444-c35b-44a6-a10f-12d6a5d51a16"
"ACADEMIC","","","","UPM/MATH","Departamento de Matematica Aplicada de la Informacion, Universidad Politecnica de Madrid","http://www.mat.upm.es/","2be3cb86-2558-4f88-9e4e-d1a549962246"
"ACADEMIC","","","","UQ/CBIT","Centre for Biological Information Technology, University of Queensland, Australia","http://www.cbit.uq.edu.au/","9aa66a6d-b217-4af7-a498-37ac876854f2"
"ACADEMIC","","","","URI/GSO/MAEWEST","Maewest, Graduate School of Oceanography, University of Rhode Island","http://maewest.gso.uri.edu/","ecca06f2-b8d0-4e8e-8d58-e233086857df"
"ACADEMIC","","","","URI/GSO/PO/RAFOS","RAFOS Float Group, Physical Oceanography Department, Graduate School of Oceanography, University of Rhode Island","http://www.po.gso.uri.edu/rafos/","11e7cbe5-7794-404c-9a79-4c9279cff16c"
"ACADEMIC","","","","URI/PLS","Department of Plant Sciences and Entomology, College of the Environment and Life Sciences, University of Rhode Island","http://www.uri.edu/cels/pls/","00eabfc6-2a48-4c76-89ee-76d634479059"
"ACADEMIC","","","","URL/OE","Observatori de l'Ebre, Universitat Ramon Llull","http://www.obsebre.es/","4b9477a6-e9ad-42f4-bf7c-32a8eb5bd611"
"GOVERNMENT AGENCIES-NON-US","URUGUAY","","","","","","084e749e-d820-4ce0-9d36-85b30f033b46"
"CONSORTIA/INSTITUTIONS","","","","USANPN","USA National Phenology Network","http://www.usanpn.org","5ae410a7-5452-47d8-a47f-586aff4a5cf5"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NSF","","","USAP-DC","United States Antarctic Program Data Center","http://www.usap-dc.org/","06ae11d8-42c3-4f7f-a176-d6b58ad79fba"
"ACADEMIC","","","","USASK/GIS","GIS Services, University of Sasktchewan","http://www.usask.ca/","ea20d325-b695-40fe-8937-aec225f6df03"
"ACADEMIC","","","","USB/DCB/MCN","Museo de Ciencias Naturales, Division de Ciencias Biologicas, Universidad Simon Bolivar","http://www.div-bio.usb.ve/","22d86d14-6614-4e56-95ef-70c6f6148cc1"
"ACADEMIC","","","","USC/BARUCH/BMFL","Baruch Marine Field Laboratory, Belle W. Baruch Institute for Marine and Coastal Sciences, University of South Carolina","http://links.baruch.sc.edu/data/","a651328f-d300-4c3d-a54e-aa2f21e36b1b"
"ACADEMIC","","","","USC/BARUCH/BMFL/NIWB","North Inlet-Winyah Bay Reserve, Baruch Marine Field Laboratory, Belle W. Baruch Institute for Marine and Coastal Sciences, University of South Carolina","http://www.northinlet.sc.edu/","17008109-5857-4286-8a62-f365be3d468a"
"ACADEMIC","","","","USC/BIO","Department of Biological Sciences, University of South Carolina","http://www.biol.sc.edu/","8858b9eb-876b-4833-9910-bb412a911f21"
"ACADEMIC","","","","USC/GEOL/SEIS","Seismology, Department of Geological Sciences, University of South Carolina","http://www.seis.sc.edu/","5ea70d58-3ffb-4cc5-a648-0519b221c5fc"
"ACADEMIC","","","","USC/SCES/CME","Community Modeling Environment, Southern California Earthquake Center, University Southern California","http://epicenter.usc.edu/cmeportal/","ae8b7b42-8062-4672-bea8-7ab2526d2560"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","","","http://www.usda.gov","90bb0b25-358d-4f12-afca-fc54e99379ff"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS","Agricultural Research Service, U. S. Department of Agriculture","http://www.ars.usda.gov","6d49f7ac-af7d-49f4-a2fa-8647565f9049"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/BARC/ANRI","Animal and Natural Resources Institute,  Agricultural Research Service, U. S. Department of Agriculture/BARC","http://www.anri.barc.usda.gov/","1b525fb9-613f-49d1-9685-37409191b394"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/BARC/ANRI/EMBUL","Environmental Management & ByProduct Laboratory, Animal and Natural Resources Institute,  USDA-ARS/BARC","http://www.ars.usda.gov/main/site_main.htm?modecode=12-65-50-00","ada89bde-e8c7-4e57-95d7-27972749abab"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/BARC/ANRI/SASL","Sustainable Agricultural Systems Laboratory, Animal and Natural Resources Institute,  USDA-ARS/BARC","http://www.ba.ars.usda.gov/sasl/index.html","bd9c75ca-194e-4ec0-98f4-eb945b81ec42"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/CMAVE/CGERU","Crop Genetics and Environmental Research Unit, Center for Medical, Agricultural and Veterinary Entomology,  ARS, U. S. Department of Agriculture","http://cmave.usda.ufl.edu/researchunits/cgeruindex.html","a473f64a-fbb8-4505-9e6c-59af6ffa5052"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/CPSWPRC","Coastal Plains Soil, Water, and Plant Research Center,  Agricultural Research Service, U. S. Department of Agriculture","http://www.florence.ars.usda.gov/","65d638bc-cabb-4c34-a897-1950dcb6d041"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/CSRL","Crop Science Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://msa.ars.usda.gov/ms/msstate/csrl/csrl.htm","56a52a4d-57e5-48b5-b819-95295f4a813a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/EIWRU","Exotic and Invasive Weeds Research Unit,  Agricultural Research Service, U. S. Department of Agriculture","http://wric.ucdavis.edu/exotic/exotic.htm","09165f7e-0eb4-4baf-a393-979d2a40a864"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/GPSRU","Great Plains Systems Research Unit,  Agricultural Research Service, U. S. Department of Agriculture","http://gpsr.ars.usda.gov/","019f4278-fc66-4862-9d4e-2d41f43278c2"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/GRL","Grazinglands Research Laboratory, Agriculture Research Service, U.S. Department of Agriculture","http://grl.ars.usda.gov/","c1d86e6f-7a56-4dd3-83fd-a309e7488318"
